country,activity,year,month,date,state,region,district,school_type,treatment,treat_phase,urban,student_id,grade,level,female,class_size,multigrade,age,language,clpm,clspm,csspm,cwpm,cnonwpm,unt_orf,orf,letter_score,letter_score_pcnt,letter_time_remain,letter_attempted,letter_attempted_pcnt,letter_sound_score,letter_sound_score_pcnt,letter_sound_time_remain,letter_sound_attempted,letter_sound_attempted_pcnt,fam_word_score,fam_word_score_pcnt,fam_word_time_remain,fam_word_attempted,fam_word_attempted_pcnt,oral_read_score,oral_read_score_pcnt,oral_read_time_remain,oral_read_attempted,oral_read_attempted_pcnt,read_comp_score,read_comp_score_pcnt,read_comp_attempted,read_comp_attempted_pcnt,unt_oral_read_score,unt_oral_read_score_pcnt,unt_oral_read_time_remain,unt_oral_read_attempted,unt_oral_read_attempted_pcnt,unt_read_comp_score,unt_read_comp_score_pcnt,unt_read_comp_attempted,unt_read_comp_attempted_pcnt,list_comp_score,list_comp_score_pcnt,list_comp_attempted,list_comp_attempted_pcnt,pa_num_sound_score,pa_num_sound_score_pcnt,pa_num_sound_attempted,pa_num_sound_attempted_pcnt,pa_phon_sound_score,pa_phon_sound_score_pcnt,pa_phon_sound_attempted,pa_phon_sound_attempted_pcnt,pa_diff_init_sound_score,pa_diff_init_sound_score_pcnt,pa_diff_init_sound_attempted,pa_diff_init_sound_attempted_pcnt,pa_init_sound_score,pa_init_sound_score_pcnt,pa_init_sound_attempted,pa_init_sound_attempted_pcnt,syllable_sound_score,syllable_sound_score_pcnt,syllable_sound_time_remain,syllable_sound_attempted,syllable_sound_attempted_pcnt,vocab_word_score,vocab_word_attempted,eq_orf,eq_oral_read_score,eq_oral_read_score_pcnt,eq_oral_read_attempted,eq_oral_read_attempted_pcnt,final_weight,strata1,strata2,strata3,strata4,strata5,fpc1,fpc2,fpc3,fpc4,fpc5,su1,su2,su3,su4,su5,wt1,wt2,wt3,wt4,wt5,cot_score,cot_attempted,cot_attempted_pcnt,invent_word_score,invent_word_score_pcnt,invent_word_time_remain,invent_word_attempted,invent_word_attempted_pcnt,eq_read_comp_score,eq_read_comp_score_pcnt,eq_read_comp_attempted,eq_read_comp_attempted_pcnt,cohort,intervention,encrypted_school_code
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4104512,3,,Male,,No,11,Afan Oromo,29,,,27,10,,17,29,0.289999992,0,36,0.805555582,,,,,,27,0.540000021,0,33,0.818181813,17,0.27868852,0,25,0.680000007,2,0.333333343,2,1,,,,,,,,,,2,0.333333343,6,0.333333343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301713407,6,1,4,,,98,1,1187,,,410,,,,,1,1,5.5,,,,,,10,0.200000003,0,18,0.555555582,,,,,,,164ea02c8b05d5c5635091b72542d44d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4062618,2,,Male,,No,8,Afan Oromo,61,,,37,14,,40,61,0.610000014,0,75,0.813333333,,,,,,37,0.74000001,0,42,0.880952358,40,0.655737698,0,45,0.888888896,3,0.5,4,0.75,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633670092,5,1,2,,,301,52,1562,,,406,,,,,17.97999954,9.829999924,5.699999809,,,,,,14,0.280000001,0,22,0.636363626,,,,,,,5d99c25720198512d764acef41842f23
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4104508,2,,Male,,No,11,Afan Oromo,12,,,0,0,,0,12,0.119999997,0,33,0.363636374,,,,,,0,0,26,5,0,0,0,14,6,0,0,0,0,0,,,,,,,,,,1,0.166666672,6,0.166666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373027503,6,1,2,,,98,1,1087,,,410,,,,,1,1,6.800000191,,,,,,0,0,24,5,0,,,,,,,164ea02c8b05d5c5635091b72542d44d
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4062732,3,,Male,,No,12,Afan Oromo,78,,,33,18,,43,78,0.779999971,0,81,0.962962985,,,,,,33,0.660000026,0,35,0.942857146,43,0.704918027,0,44,0.977272749,4,0.666666687,4,1,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.748831511,5,1,4,,,301,52,1601,,,406,,,,,17.97999954,20.09000015,6.400000095,,,,,,18,0.360000014,0,21,0.857142866,,,,,,,56a224440ff35a04a60619f3d593d673
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Control,Baseline,Rural,13092434,3,,Male,,No,8,Afan Oromo,31,,,0,0,,0,31,0.310000002,0,41,0.756097555,,,,,,0,0,42,5,0,0,0,40,6,0,0,0,0,0,,,,,,,,,,1,0.166666672,6,0.166666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105822086,13,1,4,,,1,12,770,,,1309,,,,,1,1.730000019,2.599999905,,,,,,0,0,40,5,0,,,,,,,51b75188ac3e6755c073ef423983f040
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4021011,2,,Male,,No,10,Afan Oromo,67,,,27,17,,17,67,0.670000017,0,69,0.9710145,,,,,,27,0.540000021,0,39,0.692307711,17,0.27868852,0,21,0.809523821,2,0.333333343,2,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.354486465,5,1,2,,,301,45,1562,,,402,,,,,28.63999939,29.29999924,3.200000048,,,,,,17,0.340000004,0,19,0.894736826,,,,,,,8eb458036e4268e33cba1199e4a102d3
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4073308,2,,Female,,No,10,Afan Oromo,33,,,0,0,,0,33,0.330000013,0,49,0.673469365,,,,,,0,0,53,5,0,0,0,46,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624158561,5,1,1,,,301,22,1676,,,407,,,,,56.77000046,2.25999999,3,,,,,,0,0,46,5,0,,,,,,,30de30e8f1d37f9ec4e1aada05266460
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4010229,3,,Male,,No,10,Afan Oromo,81,,,42,38,,63.10344696,81,0.810000002,0,81,1,,,,,,42,0.839999974,0,42,1,61,1,2,61,1,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111070134,5,1,4,,,301,13,1601,,,401,,,,,14.05000019,1.950000048,2.5,,,,,,38,0.75999999,0,39,0.974358976,,,,,,,5bf98772f5160f9115cdf1c296c76f2b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Oromiya,,,Full treatment,Baseline,Rural,4125035,3,,Male,,No,10,Afan Oromo,110.7692337,,,53.57143021,49,,55,96,0.959999979,8,99,0.969696999,,,,,,50,1,4,50,1,55,0.901639342,0,56,0.982142866,3,0.5,5,0.600000024,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340113282,6,1,4,,,98,1,1187,,,412,,,,,1,1,6.199999809,,,,,,49,0.980000019,0,49,1,,,,,,,f4830b8e6f914fb63ae8b8f4d7f7f7b9
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13092140,3,,Male,,No,10,Afan Oromo,75,,,33,26,,49,75,0.75,0,79,0.949367106,,,,,,33,0.660000026,0,39,0.846153855,49,0.803278685,0,58,0.844827592,3,0.5,5,0.600000024,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.071895242,13,1,4,,,1,12,770,,,1309,,,,,1,1.090000033,4,,,,,,26,0.519999981,0,35,0.742857158,,,,,,,d1a3add2ae15d7036fd74534d1307241
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4073439,3,,Male,,No,11,Afan Oromo,96,,,49,33,,53,96,0.959999979,0,100,0.959999979,,,,,,49,0.980000019,0,50,0.980000019,53,0.868852437,0,56,0.946428597,3,0.5,5,0.600000024,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.531121731,5,1,4,,,301,22,1601,,,407,,,,,56.77000046,5.940000057,2.799999952,,,,,,33,0.660000026,0,34,0.970588207,,,,,,,8fa02bc1f0e5373fbfeb6e7b401b4d66
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4010234,3,,Male,,No,12,Afan Oromo,114.782608,,,75.78947449,40,,94.73683929,88,0.879999995,14,90,0.977777779,,,,,,48,0.959999979,22,50,0.959999979,60,0.983606577,22,61,0.983606577,5,0.833333313,6,0.833333313,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111070134,5,1,4,,,301,13,1601,,,401,,,,,14.05000019,1.950000048,2.5,,,,,,32,0.639999986,12,50,0.639999986,,,,,,,5bf98772f5160f9115cdf1c296c76f2b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040721,2,,Male,,No,9,Afan Oromo,76,,,33,23,,40,76,0.75999999,0,77,0.987012982,,,,,,33,0.660000026,0,35,0.942857146,40,0.655737698,0,42,0.952380955,4,0.666666687,4,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525560737,14,1,2,,,1,1,204,,,1311,,,,,1,1,3.400000095,,,,,,23,0.460000008,0,28,0.821428597,,,,,,,7ccd8a93056101bad86d7b3153f8861b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4041835,3,,Female,,No,10,Afan Oromo,29,,,0,0,,0,29,0.289999992,0,38,0.763157904,,,,,,0,0,43,5,0,0,0,40,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530507505,5,1,3,,,301,37,1668,,,404,,,,,41.49000168,4.150000095,1.899999976,,,,,,0,0,48,5,0,,,,,,,3f0477c7b469b0d4383598f509438674
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4052122,3,,Female,,No,9,Afan Oromo,34,,,0,0,,0,34,0.340000004,0,51,0.666666687,,,,,,0,0,45,5,0,0,0,38,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437831551,5,1,3,,,301,37,1668,,,405,,,,,15.03999996,10.56000042,1.700000048,,,,,,0,0,43,5,0,,,,,,,3153365c6d0d788d7ec5345651072416
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4125220,3,,Female,,No,18,Afan Oromo,64,,,12,6,,0,64,0.639999986,0,68,0.941176474,,,,,,12,0.239999995,0,19,0.631578922,0,0,20,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543084085,6,1,3,,,98,1,1152,,,412,,,,,1,1,9.899999619,,,,,,6,0.119999997,0,11,0.545454562,,,,,,,92a36f8b8d830dccc04fd0102fe5b82a
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4073102,2,,Female,,No,8,Afan Oromo,18,,,0,0,,0,18,0.180000007,0,38,0.473684222,,,,,,0,0,47,5,0,0,0,43,6,0,0,0,0,0,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604826212,5,1,1,,,301,22,1676,,,407,,,,,56.77000046,4.380000114,1.5,,,,,,0,0,44,5,0,,,,,,,3076b5a200a93d2dce66dce6a2b1d592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4052110,2,,Male,,No,9,Afan Oromo,57,,,14,6,,53,57,0.569999993,0,59,0.966101706,,,,,,14,0.280000001,0,27,0.518518507,53,0.868852437,0,61,0.868852437,4,0.666666687,5,0.800000012,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798398674,5,1,2,,,301,37,1562,,,405,,,,,15.03999996,10.56000042,3.099999905,,,,,,6,0.119999997,0,18,0.333333343,,,,,,,3153365c6d0d788d7ec5345651072416
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031205,2,,Female,,No,10,Afan Oromo,80,,,33,19,,31,80,0.800000012,0,90,0.888888896,,,,,,33,0.660000026,0,34,0.970588207,31,0.508196712,0,34,0.911764681,1,0.166666672,3,0.333333343,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828356743,5,1,1,,,301,49,1676,,,403,,,,,15.10999966,5.730000019,5.900000095,,,,,,19,0.379999995,0,31,0.612903237,,,,,,,294b56c0f61be040cce08e5b43852501
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4073409,2,,Female,,No,9,Afan Oromo,12,,,0,0,,0,12,0.119999997,0,21,0.571428597,,,,,,0,0,15,5,0,0,0,45,6,0,0,0,0,0,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.421755791,5,1,1,,,301,22,1676,,,407,,,,,56.77000046,5.940000057,2.599999905,,,,,,0,0,40,5,0,,,,,,,8fa02bc1f0e5373fbfeb6e7b401b4d66
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4073132,3,,Female,,No,11,Afan Oromo,56,,,28,27,,32,56,0.560000002,0,57,0.982456148,,,,,,28,0.560000002,0,28,1,32,0.524590135,0,34,0.941176474,1,0.166666672,3,0.333333343,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.564504445,5,1,3,,,301,22,1668,,,407,,,,,56.77000046,4.380000114,1.399999976,,,,,,27,0.540000021,0,27,1,,,,,,,3076b5a200a93d2dce66dce6a2b1d592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4041609,2,,Female,,No,10,Afan Oromo,21,,,0,0,,0,21,0.209999993,0,29,0.724137902,,,,,,0,0,20,5,0,0,0,25,6,0,0,0,0,0,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.163743734,5,1,1,,,301,37,1676,,,404,,,,,41.49000168,16.75,1.919999957,,,,,,0,0,30,5,0,,,,,,,7b9a2617061b413528c285bcc1a0c1a4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4052510,2,,Female,,No,11,Afan Oromo,0,,,0,0,,0,0,0,28,10,0,,,,,,0,0,43,5,0,0,0,41,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9782902,5,1,1,,,301,37,1676,,,405,,,,,15.03999996,12.28999996,6.599999905,,,,,,0,0,42,5,0,,,,,,,c5d265c47b352db6bbff1225170dc692
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Control,Baseline,Rural,13081731,3,,Male,,No,10,Afan Oromo,101.5384598,,,49.65517426,55.20000076,,49,88,0.879999995,8,100,0.879999995,,,,,,48,0.959999979,2,50,0.959999979,49,0.803278685,0,51,0.960784316,4,0.666666687,6,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757210314,13,1,4,,,1,12,770,,,1308,,,,,1,0.699999988,4.400000095,,,,,,46,0.920000017,10,50,0.920000017,,,,,,,d816d89614ed801afe15ee79f94fc284
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4084006,2,,Female,,No,8,Afan Oromo,24,,,0,0,,0,24,0.239999995,0,27,0.888888896,,,,,,0,0,46,5,0,0,0,42,6,0,0,0,0,0,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452264816,5,1,1,,,301,20,1676,,,408,,,,,35.77000046,3.390000105,2.299999952,,,,,,0,0,45,5,0,,,,,,,45575a2771a37b07d3d831c48d4d6592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4041829,3,,Female,,No,9,Afan Oromo,118.8000031,,,52.36363602,31,,70.80000305,99,0.99000001,10,100,0.99000001,,,,,,48,0.959999979,5,50,0.959999979,59,0.967213094,10,61,0.967213094,5,0.833333313,5,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530507505,5,1,3,,,301,37,1668,,,404,,,,,41.49000168,4.150000095,1.899999976,,,,,,31,0.620000005,0,35,0.885714293,,,,,,,3f0477c7b469b0d4383598f509438674
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4062707,2,,Male,,No,14,Afan Oromo,78,,,29,20,,39,78,0.779999971,0,80,0.975000024,,,,,,29,0.579999983,0,33,0.878787875,39,0.639344275,0,40,0.975000024,1,0.166666672,2,0.5,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.757264733,5,1,2,,,301,52,1562,,,406,,,,,17.97999954,20.09000015,3,,,,,,20,0.400000006,0,24,0.833333313,,,,,,,56a224440ff35a04a60619f3d593d673
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13092130,3,,Female,,No,9,Afan Oromo,101.3793106,,,53.20754623,34,,52,98,0.980000019,2,100,0.980000019,,,,,,47,0.939999998,7,50,0.939999998,52,0.852459013,0,58,0.896551728,5,0.833333313,5,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.018300414,13,1,3,,,1,12,730,,,1309,,,,,1,1.090000033,3.799999952,,,,,,34,0.680000007,0,40,0.850000024,,,,,,,d1a3add2ae15d7036fd74534d1307241
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4010240,3,,Male,,No,11,Afan Oromo,36,,,5,0,,18,36,0.360000014,0,64,0.5625,,,,,,5,0.100000001,0,16,0.3125,18,0.295081973,0,25,0.720000029,2,0.333333343,2,1,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111070134,5,1,4,,,301,13,1601,,,401,,,,,14.05000019,1.950000048,2.5,,,,,,0,0,40,5,0,,,,,,,5bf98772f5160f9115cdf1c296c76f2b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031236,3,,Male,,No,10,Afan Oromo,112.07547,,,68.3720932,43,,91.5,99,0.99000001,7,100,0.99000001,,,,,,49,0.980000019,17,50,0.980000019,61,1,20,61,1,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772197008,5,1,4,,,301,49,1601,,,403,,,,,15.10999966,5.730000019,5.5,,,,,,43,0.860000014,0,48,0.895833313,,,,,,,294b56c0f61be040cce08e5b43852501
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4135515,3,,Female,,No,9,Afan Oromo,97,,,42,46,,40,97,0.970000029,0,98,0.989795923,,,,,,42,0.839999974,0,45,0.933333337,40,0.655737698,0,42,0.952380955,3,0.5,6,0.5,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17554234,6,1,3,,,98,1,1152,,,413,,,,,1,1,3.200000048,,,,,,46,0.920000017,0,48,0.958333313,,,,,,,dccfda65fc3b507e7bf80e0e321a8ade
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4062712,2,,Female,,No,11,Afan Oromo,46,,,0,0,,0,46,0.460000008,0,76,0.605263174,,,,,,0,0,29,5,0,0,0,34,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84934473,5,1,1,,,301,52,1676,,,406,,,,,17.97999954,20.09000015,1.450000048,,,,,,0,0,28,5,0,,,,,,,56a224440ff35a04a60619f3d593d673
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13082038,3,,Male,,No,11,Afan Oromo,76,,,31,24,,39,76,0.75999999,0,80,0.949999988,,,,,,31,0.620000005,0,37,0.837837815,39,0.639344275,0,44,0.886363626,3,0.5,4,0.75,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705582321,13,1,4,,,1,12,770,,,1308,,,,,1,0.699999988,4.099999905,,,,,,24,0.479999989,0,30,0.800000012,,,,,,,086678213af4b220c2aa44fefacf8608
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4083928,3,,Female,,No,10,Afan Oromo,46,,,29,16,,35,46,0.460000008,0,49,0.938775539,,,,,,29,0.579999983,0,30,0.966666639,35,0.573770463,0,38,0.921052635,2,0.333333343,3,0.666666687,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806733251,5,1,3,,,301,20,1668,,,408,,,,,35.77000046,7.320000172,1.899999976,,,,,,16,0.319999993,0,24,0.666666687,,,,,,,e6304c31ed8bc4ef7404be2b9a0b7711
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Full treatment,Baseline,Rural,13103505,2,,Male,,No,9,Afan Oromo,91,,,28,16,,31,91,0.910000026,0,92,0.989130437,,,,,,28,0.560000002,0,30,0.933333337,31,0.508196712,0,36,0.861111104,2,0.333333343,3,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154576689,14,1,2,,,1,1,204,,,1311,,,,,1,1,1,,,,,,16,0.319999993,0,21,0.761904776,,,,,,,24a6d6c18434b780b496b84f2759d793
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Control,Baseline,Rural,13092438,3,,Male,,No,8,Afan Oromo,24,,,0,0,,0,24,0.239999995,0,33,0.727272749,,,,,,0,0,43,5,0,0,0,42,6,0,0,0,0,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105822086,13,1,4,,,1,12,770,,,1309,,,,,1,1.730000019,2.599999905,,,,,,0,0,45,5,0,,,,,,,51b75188ac3e6755c073ef423983f040
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031221,3,,Female,,No,11,Afan Oromo,49,,,22,20,,51,49,0.49000001,0,49,1,,,,,,22,0.439999998,0,29,0.758620679,51,0.83606559,0,52,0.980769217,4,0.666666687,5,0.800000012,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70199728,5,1,3,,,301,49,1668,,,403,,,,,15.10999966,5.730000019,5,,,,,,20,0.400000006,0,30,0.666666687,,,,,,,294b56c0f61be040cce08e5b43852501
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13092205,2,,Female,,No,7,Afan Oromo,86,,,38,28,,55,86,0.860000014,0,89,0.966292143,,,,,,38,0.75999999,0,43,0.883720934,55,0.901639342,0,58,0.948275864,4,0.666666687,5,0.800000012,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354020417,13,1,1,,,1,12,726,,,1309,,,,,1,0.479999989,3,,,,,,28,0.560000002,0,40,0.699999988,,,,,,,c58505ed26f5bfb58ce07a3e9b2492ab
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040737,2,,Female,,No,8,Afan Oromo,63,,,9,9,,14,63,0.629999995,0,65,0.969230771,,,,,,9,0.180000007,0,20,0.449999988,14,0.229508191,0,14,1,0,0,2,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590482891,14,1,1,,,1,1,171,,,1311,,,,,1,1,3.819999933,,,,,,9,0.180000007,0,13,0.692307711,,,,,,,7ccd8a93056101bad86d7b3153f8861b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Oromiya,,,Full treatment,Baseline,Rural,4135307,2,,Male,,No,9,Afan Oromo,63,,,30,30,,35,63,0.629999995,0,65,0.969230771,,,,,,30,0.600000024,0,30,1,35,0.573770463,0,37,0.945945919,2,0.333333343,3,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356570393,6,1,2,,,98,1,1087,,,413,,,,,1,1,6.5,,,,,,30,0.600000024,0,32,0.9375,,,,,,,a6c5e7f2eb54de697cf245a72a57e316
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4084040,3,,Male,,No,9,Afan Oromo,60,,,29,26,,52,60,0.600000024,0,63,0.952380955,,,,,,29,0.579999983,0,30,0.966666639,52,0.852459013,0,52,1,4,0.666666687,5,0.800000012,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546650529,5,1,4,,,301,20,1601,,,408,,,,,35.77000046,3.390000105,2.779999971,,,,,,26,0.519999981,0,26,1,,,,,,,45575a2771a37b07d3d831c48d4d6592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4084039,3,,Male,,No,10,Afan Oromo,58,,,16,16,,6,58,0.579999983,0,62,0.935483873,,,,,,16,0.319999993,0,20,0.800000012,6,9.84E-02,0,14,0.428571433,1,0.166666672,2,0.5,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546650529,5,1,4,,,301,20,1601,,,408,,,,,35.77000046,3.390000105,2.779999971,,,,,,16,0.319999993,0,18,0.888888896,,,,,,,45575a2771a37b07d3d831c48d4d6592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4031424,3,,Female,,No,9,Afan Oromo,88,,,33,11,,35,88,0.879999995,0,89,0.988764048,,,,,,33,0.660000026,0,39,0.846153855,35,0.573770463,0,44,0.795454562,5,0.833333313,5,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261294901,5,1,3,,,301,49,1668,,,403,,,,,15.10999966,3.440000057,3.099999905,,,,,,11,0.219999999,0,25,0.439999998,,,,,,,9b9595f41dc5ffb724030b63d4d41e85
