country,activity,year,month,date,state,region,district,school_type,treatment,treat_phase,urban,student_id,grade,level,female,class_size,multigrade,age,language,clpm,clspm,csspm,cwpm,cnonwpm,unt_orf,orf,letter_score,letter_score_pcnt,letter_time_remain,letter_attempted,letter_attempted_pcnt,letter_sound_score,letter_sound_score_pcnt,letter_sound_time_remain,letter_sound_attempted,letter_sound_attempted_pcnt,fam_word_score,fam_word_score_pcnt,fam_word_time_remain,fam_word_attempted,fam_word_attempted_pcnt,oral_read_score,oral_read_score_pcnt,oral_read_time_remain,oral_read_attempted,oral_read_attempted_pcnt,read_comp_score,read_comp_score_pcnt,read_comp_attempted,read_comp_attempted_pcnt,unt_oral_read_score,unt_oral_read_score_pcnt,unt_oral_read_time_remain,unt_oral_read_attempted,unt_oral_read_attempted_pcnt,unt_read_comp_score,unt_read_comp_score_pcnt,unt_read_comp_attempted,unt_read_comp_attempted_pcnt,list_comp_score,list_comp_score_pcnt,list_comp_attempted,list_comp_attempted_pcnt,pa_num_sound_score,pa_num_sound_score_pcnt,pa_num_sound_attempted,pa_num_sound_attempted_pcnt,pa_phon_sound_score,pa_phon_sound_score_pcnt,pa_phon_sound_attempted,pa_phon_sound_attempted_pcnt,pa_diff_init_sound_score,pa_diff_init_sound_score_pcnt,pa_diff_init_sound_attempted,pa_diff_init_sound_attempted_pcnt,pa_init_sound_score,pa_init_sound_score_pcnt,pa_init_sound_attempted,pa_init_sound_attempted_pcnt,syllable_sound_score,syllable_sound_score_pcnt,syllable_sound_time_remain,syllable_sound_attempted,syllable_sound_attempted_pcnt,vocab_word_score,vocab_word_attempted,eq_orf,eq_oral_read_score,eq_oral_read_score_pcnt,eq_oral_read_attempted,eq_oral_read_attempted_pcnt,final_weight,strata1,strata2,strata3,strata4,strata5,fpc1,fpc2,fpc3,fpc4,fpc5,su1,su2,su3,su4,su5,wt1,wt2,wt3,wt4,wt5,cot_score,cot_attempted,cot_attempted_pcnt,invent_word_score,invent_word_score_pcnt,invent_word_time_remain,invent_word_attempted,invent_word_attempted_pcnt,eq_read_comp_score,eq_read_comp_score_pcnt,eq_read_comp_attempted,eq_read_comp_attempted_pcnt,cohort,intervention,encrypted_school_code
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Urban,13061216,2,,Female,,No,8,Amharic,142.8571472,,,85.16129303,52.07546997,,80,100,1,18,100,1,,,,,,44,0.879999995,29,50,0.879999995,56,0.90322578,18,62,0.90322578,1,0.200000003,5,0.200000003,,,,,,,,,,3,0.600000024,5,0.600000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.621610284,13,1,1,,,1,7,726,,,1306,,,,,1,0.970000029,6.800000191,,,,,,46,0.920000017,7,50,0.920000017,,,,,,,e75e711cf085a86c2f9bd1d0680a67a9
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040805,2,,Male,,No,8,Afan Oromo,17,,,0,0,,0,17,0.170000002,0,30,0.566666663,,,,,,0,0,28,6,0,0,0,30,6,0,0,0,1,0,,,,,,,,,,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180854708,14,1,2,,,1,1,204,,,1311,,,,,1,1,1.169999957,,,,,,0,0,10,5,0,,,,,,,9d1ce738c862f957e162e1543c046e43
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4155929,3,,Male,,No,9,Afan Oromo,59,,,57.69230652,33,,41.7857132,59,0.589999974,0,59,1,,,,,,50,1,8,50,1,39,0.639344275,4,42,0.928571403,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29074201,6,1,4,,,98,1,1187,,,415,,,,,1,1,5.300000191,,,,,,33,0.660000026,0,36,0.916666687,,,,,,,06a00a6b0ff8ae944e2d2f898a8dfa84
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4166209,3,,Female,,No,10,Afan Oromo,73,,,46.77965927,33,,64.2857132,73,0.730000019,0,76,0.960526288,,,,,,46,0.920000017,1,50,0.920000017,60,0.983606577,4,61,0.983606577,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164570943,6,1,3,,,98,1,1152,,,416,,,,,1,1,3,,,,,,33,0.660000026,0,35,0.942857146,,,,,,,c01505e6e449f4b5d50406fa05c62977
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4166412,3,,Male,,No,9,Afan Oromo,71,,,48,38,,69.2307663,71,0.709999979,0,71,1,,,,,,48,0.959999979,0,49,0.979591846,60,0.983606577,8,61,0.983606577,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78E-02,6,1,4,,,98,1,1187,,,416,,,,,1,1,1.600000024,,,,,,38,0.75999999,0,39,0.974358976,,,,,,,f657d2aa39391b51ac36555370a1bbae
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040804,2,,Male,,No,7,Afan Oromo,33,,,0,0,,0,33,0.330000013,0,41,0.804878056,,,,,,0,0,28,6,0,0,0,33,6,0,0,0,1,0,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180854708,14,1,2,,,1,1,204,,,1311,,,,,1,1,1.169999957,,,,,,0,0,12,5,0,,,,,,,9d1ce738c862f957e162e1543c046e43
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Full treatment,Baseline,Urban,13040820,2,,Male,,No,10,Afan Oromo,41,,,0,0,,0,41,0.409999996,0,46,0.891304374,,,,,,0,0,28,7,0,0,0,29,6,0,0,0,1,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180854708,14,1,2,,,1,1,204,,,1311,,,,,1,1,1.169999957,,,,,,0,0,10,5,0,,,,,,,9d1ce738c862f957e162e1543c046e43
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4166432,2,,Female,,No,8,Afan Oromo,59,,,22,13,,27,59,0.589999974,0,61,0.967213094,,,,,,22,0.439999998,0,25,0.879999995,27,0.44262296,0,31,0.870967746,2,0.333333343,3,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78E-02,6,1,1,,,98,1,1113,,,416,,,,,1,1,1.600000024,,,,,,13,0.25999999,0,19,0.684210539,,,,,,,f657d2aa39391b51ac36555370a1bbae
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4166404,3,,Female,,No,10,Afan Oromo,21,,,20,6,,30,21,0.209999993,0,29,0.724137902,,,,,,20,0.400000006,0,28,0.714285731,30,0.491803288,0,43,0.697674394,,,,,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58E-02,6,1,3,,,98,1,1152,,,416,,,,,1,1,1.200000048,,,,,,6,0.119999997,0,19,0.315789461,,,,,,,f657d2aa39391b51ac36555370a1bbae
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4156016,2,,Male,,No,8,Afan Oromo,75,,,41,25,,36,75,0.75,0,76,0.986842096,,,,,,41,0.819999993,0,44,0.931818187,36,0.590163946,0,42,0.857142866,0,0,4,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95E-02,6,1,2,,,98,1,1087,,,415,,,,,1,1,1.450000048,,,,,,25,0.5,0,28,0.892857134,,,,,,,c4e026ed5776ea36d69e74fe6458aec4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4104630,2,,Female,,No,10,Afan Oromo,82,,,10,0,,16,82,0.819999993,0,96,0.854166687,,,,,,10,0.200000003,0,33,0.303030312,16,0.262295067,0,25,0.639999986,0,0,5,0,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104228266,6,1,1,,,98,1,1113,,,410,,,,,1,1,1.899999976,,,,,,0,0,27,5,0,,,,,,,b9a7d66c92560f3677c0a771ba78d355
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Full treatment,Baseline,Rural,4114707,2,,Male,,No,9,Afan Oromo,76,,,28,13,,38,76,0.75999999,0,77,0.987012982,,,,,,28,0.560000002,0,33,0.848484874,38,0.622950792,0,44,0.863636374,3,0.5,4,0.75,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197485134,6,1,2,,,98,1,1087,,,411,,,,,1,1,3.599999905,,,,,,13,0.25999999,0,22,0.590909064,,,,,,,919f64f80447799445f1390c5c0dc7e4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13102707,2,,Female,,No,9,Afan Oromo,4,,,0,0,,0,4,4.00E-02,0,21,0.190476194,,,,,,0,0,45,5,0,0,0,39,6,0,0,0,0,0,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464651763,13,1,1,,,1,12,726,,,1310,,,,,1,0.899999976,2.099999905,,,,,,0,0,43,5,0,,,,,,,4d1cfb10e17ecc6a7a8aa26fa6a550dd
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4084037,3,,Male,,No,10,Afan Oromo,57,,,34,19,,56,57,0.569999993,0,59,0.966101706,,,,,,34,0.680000007,0,34,1,56,0.918032765,0,56,1,2,0.333333343,5,0.400000006,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546650529,5,1,4,,,301,20,1601,,,408,,,,,35.77000046,3.390000105,2.779999971,,,,,,19,0.379999995,0,21,0.90476191,,,,,,,45575a2771a37b07d3d831c48d4d6592
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4041926,3,,Female,,No,10,Afan Oromo,103.4482727,,,65.21739197,51.42856979,,74.69387817,100,1,2,100,1,,,,,,50,1,14,50,1,61,1,11,61,1,4,0.666666687,6,0.666666687,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758077323,5,1,3,,,301,37,1668,,,404,,,,,41.49000168,4.21999979,2.670000076,,,,,,48,0.959999979,4,50,0.959999979,,,,,,,f22c1c7af6ffa31c1da8e043a7d612df
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4083617,2,,Male,,No,9,Afan Oromo,50,,,2,0,,0,50,0.5,0,67,0.74626863,,,,,,2,4.00E-02,0,21,9.52E-02,0,0,45,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428308755,5,1,2,,,301,20,1562,,,408,,,,,35.77000046,2.839999914,2.599999905,,,,,,0,0,45,5,0,,,,,,,828a5d940184a54ced8cb8de3bd30dc4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13102807,2,,Male,,No,8,Afan Oromo,16,,,0,0,,0,16,0.159999996,0,26,0.615384638,,,,,,0,0,40,5,0,0,0,39,6,0,0,0,0,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.477543592,13,1,2,,,1,12,726,,,1310,,,,,1,6.010000229,1,,,,,,0,0,41,5,0,,,,,,,cc5547b4e8eeca91bb5b21f017832841
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13081936,3,,Male,,No,9,Afan Oromo,84,,,62.5,48,,68.07691956,84,0.839999974,0,85,0.988235295,,,,,,50,1,12,50,1,59,0.967213094,8,61,0.967213094,6,1,6,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567907751,13,1,4,,,1,12,770,,,1308,,,,,1,0.699999988,3.299999952,,,,,,48,0.959999979,0,50,0.959999979,,,,,,,461ef7aed32304667b5591dd504f16e4
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Rural,13103509,3,,Male,,No,10,Afan Oromo,78,,,44,30,,48,78,0.779999971,0,79,0.987341762,,,,,,44,0.879999995,0,46,0.956521749,48,0.786885262,0,48,1,3,0.5,4,0.75,,,,,,,,,,2,0.333333343,6,0.333333343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154576689,14,1,4,,,1,1,231,,,1311,,,,,1,1,1,,,,,,30,0.600000024,0,35,0.857142866,,,,,,,24a6d6c18434b780b496b84f2759d793
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4010211,2,,Male,,No,10,Afan Oromo,43,,,0,0,,0,43,0.430000007,0,63,0.682539701,,,,,,0,0,37,5,0,0,0,35,6,0,0,0,0,0,,,,,,,,,,2,0.333333343,6,0.333333343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33E-02,5,1,2,,,301,13,1562,,,401,,,,,14.05000019,1.950000048,2.099999905,,,,,,0,0,32,5,0,,,,,,,5bf98772f5160f9115cdf1c296c76f2b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4020632,3,,Male,,No,10,Afan Oromo,59,,,20,16,,26,59,0.589999974,0,62,0.95161289,,,,,,20,0.400000006,0,25,0.800000012,26,0.426229507,0,31,0.838709652,2,0.333333343,3,0.666666687,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455595583,5,1,4,,,301,45,1601,,,402,,,,,28.63999939,6.860000134,1.429999948,,,,,,16,0.319999993,0,21,0.761904776,,,,,,,b1b3f7c1e8c18ec5652a8491959e6965
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4063016,2,,Male,,No,10,Afan Oromo,65,,,27,28,,39,65,0.649999976,0,65,1,,,,,,27,0.540000021,0,27,1,39,0.639344275,0,42,0.928571403,3,0.5,4,0.75,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.312936783,5,1,2,,,301,52,1562,,,406,,,,,17.97999954,13.67000008,13.32999992,,,,,,28,0.560000002,0,28,1,,,,,,,e0d6460ac6af0b0dfd9086283ea150d9
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4041720,2,,Female,,No,8,Afan Oromo,41,,,0,0,,0,41,0.409999996,0,53,0.773584902,,,,,,0,0,37,5,0,0,0,48,6,0,0,0,0,0,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543290794,5,1,1,,,301,37,1676,,,404,,,,,41.49000168,3.230000019,2.5,,,,,,0,0,48,5,0,,,,,,,b533703931ef1cbf58055c3b50719ccc
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13082031,3,,Male,,No,9,Afan Oromo,78,,,38,26,,49,78,0.779999971,0,79,0.987341762,,,,,,38,0.75999999,0,44,0.863636374,49,0.803278685,0,58,0.844827592,4,0.666666687,5,0.800000012,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705582321,13,1,4,,,1,12,770,,,1308,,,,,1,0.699999988,4.099999905,,,,,,26,0.519999981,0,33,0.787878811,,,,,,,086678213af4b220c2aa44fefacf8608
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4041924,3,,Female,,No,12,Afan Oromo,30,,,0,0,,0,30,0.300000012,0,57,0.526315808,,,,,,0,0,46,5,0,0,0,42,6,0,0,0,0,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758077323,5,1,3,,,301,37,1668,,,404,,,,,41.49000168,4.21999979,2.670000076,,,,,,0,0,44,5,0,,,,,,,f22c1c7af6ffa31c1da8e043a7d612df
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031311,2,,Male,,No,9,Afan Oromo,79,,,23,17,,37,79,0.790000021,0,89,0.887640476,,,,,,23,0.460000008,0,29,0.793103456,37,0.606557369,0,42,0.880952358,3,0.5,4,0.75,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646646082,5,1,2,,,301,49,1562,,,403,,,,,15.10999966,4.630000114,5.699999809,,,,,,17,0.340000004,0,25,0.680000007,,,,,,,b6ac235b7cd5bd2bd5908f9b36076dd1
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4010431,3,,Male,,No,10,Afan Oromo,103.1578979,,,60,45,,60,98,0.980000019,3,100,0.980000019,,,,,,50,1,10,50,1,60,0.983606577,0,61,0.983606577,4,0.666666687,6,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.291158676,5,1,4,,,301,13,1601,,,401,,,,,14.05000019,81.55999756,5,,,,,,45,0.899999976,0,48,0.9375,,,,,,,6b5e1cce980ded300faafa3ad7e858eb
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4021007,2,,Female,,No,9,Afan Oromo,41,,,0,0,,28,41,0.409999996,0,58,0.706896544,,,,,,0,0,47,5,0,28,0.459016383,0,37,0.756756783,0,0,3,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.993709564,5,1,1,,,301,45,1676,,,402,,,,,28.63999939,29.29999924,2.200000048,,,,,,0,0,43,5,0,,,,,,,8eb458036e4268e33cba1199e4a102d3
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040728,2,,Male,,No,8,Afan Oromo,67,,,44,26,,28,67,0.670000017,0,67,1,,,,,,44,0.879999995,0,46,0.956521749,28,0.459016383,0,31,0.90322578,2,0.333333343,3,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525560737,14,1,2,,,1,1,204,,,1311,,,,,1,1,3.400000095,,,,,,26,0.519999981,0,29,0.896551728,,,,,,,7ccd8a93056101bad86d7b3153f8861b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040733,2,,Female,,No,8,Afan Oromo,54,,,20,17,,31,54,0.540000021,0,57,0.947368443,,,,,,20,0.400000006,0,24,0.833333313,31,0.508196712,0,31,1,2,0.333333343,3,0.666666687,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590482891,14,1,1,,,1,1,171,,,1311,,,,,1,1,3.819999933,,,,,,17,0.340000004,0,19,0.894736826,,,,,,,7ccd8a93056101bad86d7b3153f8861b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13040734,2,,Female,,No,9,Afan Oromo,35,,,14,15,,25,35,0.349999994,0,46,0.760869563,,,,,,14,0.280000001,0,20,0.699999988,25,0.409836054,0,25,1,1,0.166666672,2,0.5,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590482891,14,1,1,,,1,1,171,,,1311,,,,,1,1,3.819999933,,,,,,15,0.300000012,0,17,0.882352948,,,,,,,7ccd8a93056101bad86d7b3153f8861b
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031115,2,,Male,,No,12,Afan Oromo,51,,,24,13,,21,51,0.50999999,0,53,0.96226418,,,,,,24,0.479999989,0,34,0.70588237,21,0.344262302,0,26,0.807692289,2,0.333333343,3,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948933661,5,1,2,,,301,49,1562,,,403,,,,,15.10999966,8.239999771,4.699999809,,,,,,13,0.25999999,0,19,0.684210539,,,,,,,5069f96fc0bea3a4bce7a37fc20a4a13
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4083720,2,,Male,,No,10,Afan Oromo,64,,,0,0,,0,64,0.639999986,0,84,0.761904776,,,,,,0,0,45,5,0,0,0,41,6,0,0,0,0,0,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555455685,5,1,2,,,301,20,1562,,,408,,,,,35.77000046,2.279999971,4.199999809,,,,,,0,0,45,5,0,,,,,,,f83b1457eadf0ceb6e8c3a2873b34c06
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Urban,4031423,3,,Female,,No,10,Afan Oromo,61,,,23,13,,40,61,0.610000014,0,68,0.897058845,,,,,,23,0.460000008,0,34,0.676470578,40,0.655737698,0,44,0.909090936,4,0.666666687,4,1,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261294901,5,1,3,,,301,49,1668,,,403,,,,,15.10999966,3.440000057,3.099999905,,,,,,13,0.25999999,0,20,0.649999976,,,,,,,9b9595f41dc5ffb724030b63d4d41e85
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Urban,13113240,3,,Male,,No,7,Afan Oromo,66,,,24,14,,39,66,0.660000026,0,67,0.985074639,,,,,,24,0.479999989,0,31,0.774193525,39,0.639344275,0,43,0.906976759,1,0.166666672,4,0.25,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401899368,14,1,4,,,1,1,231,,,1311,,,,,1,1,2.599999905,,,,,,14,0.280000001,0,24,0.583333313,,,,,,,1cbbc7f891d841e23223e3cac82cee67
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4031210,2,,Female,,No,11,Afan Oromo,44,,,11,12,,38,44,0.439999998,0,50,0.879999995,,,,,,11,0.219999999,0,30,0.366666675,38,0.622950792,0,42,0.90476191,1,0.166666672,4,0.25,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828356743,5,1,1,,,301,49,1676,,,403,,,,,15.10999966,5.730000019,5.900000095,,,,,,12,0.239999995,0,25,0.479999989,,,,,,,294b56c0f61be040cce08e5b43852501
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Harari,,,Control,Baseline,Rural,13081702,2,,Female,,No,9,Afan Oromo,61,,,20,20,,14,61,0.610000014,0,74,0.82432431,,,,,,20,0.400000006,0,24,0.833333313,14,0.229508191,0,22,0.636363626,2,0.333333343,2,1,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671163738,13,1,1,,,1,12,726,,,1308,,,,,1,0.699999988,3.900000095,,,,,,20,0.400000006,0,24,0.833333313,,,,,,,d816d89614ed801afe15ee79f94fc284
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Full treatment,Baseline,Rural,13103435,2,,Male,,No,11,Afan Oromo,22,,,0,0,,0,22,0.219999999,0,27,0.814814806,,,,,,0,0,36,5,0,0,0,18,6,0,0,0,0,0,,,,,,,,,,4,0.666666687,6,0.666666687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200949684,14,1,2,,,1,1,204,,,1311,,,,,1,1,1.299999952,,,,,,0,0,45,5,0,,,,,,,069f4980cc28971c4b2c03992650fe3a
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4052116,2,,Male,,No,12,Afan Oromo,0,,,0,0,,0,0,0,28,10,0,,,,,,0,0,25,5,0,0,0,30,6,0,0,0,0,0,,,,,,,,,,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798398674,5,1,2,,,301,37,1562,,,405,,,,,15.03999996,10.56000042,3.099999905,,,,,,0,0,40,5,0,,,,,,,3153365c6d0d788d7ec5345651072416
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4041827,3,,Female,,No,10,Afan Oromo,49,,,40,23,,54,49,0.49000001,0,63,0.777777791,,,,,,40,0.800000012,0,43,0.930232584,54,0.885245919,0,57,0.947368443,3,0.5,5,0.600000024,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530507505,5,1,3,,,301,37,1668,,,404,,,,,41.49000168,4.150000095,1.899999976,,,,,,23,0.460000008,0,29,0.793103456,,,,,,,3f0477c7b469b0d4383598f509438674
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,February,,,Harari,,,Control,Baseline,Rural,13081823,3,,Female,,No,9,Afan Oromo,91,,,32,22,,55,91,0.910000026,0,93,0.978494644,,,,,,32,0.639999986,0,38,0.842105269,55,0.901639342,0,61,0.901639342,4,0.666666687,6,0.666666687,,,,,,,,,,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413023829,13,1,3,,,1,12,730,,,1308,,,,,1,0.600000024,2.799999952,,,,,,22,0.439999998,0,29,0.758620679,,,,,,,e4c5852e406621d233ba309d06fff290
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4052437,3,,Male,,No,13,Afan Oromo,35,,,10,12,,0,35,0.349999994,0,46,0.760869563,,,,,,10,0.200000003,0,18,0.555555582,0,0,30,6,0,0,0,0,0,,,,,,,,,,3,0.5,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465732515,5,1,4,,,301,37,1601,,,405,,,,,15.03999996,6.820000172,2.799999952,,,,,,12,0.239999995,0,19,0.631578922,,,,,,,8de04fc5ae43751cfa101fbff0a732bd
Ethiopia,Improving Quality of Primary Education Program (IQPEP),2010,January,,,Oromiya,,,Control,Baseline,Rural,4041830,3,,Male,,No,9,Afan Oromo,82,,,36,27,,47,82,0.819999993,0,84,0.976190448,,,,,,36,0.720000029,0,40,0.899999976,47,0.770491779,0,50,0.939999998,1,0.166666672,5,0.200000003,,,,,,,,,,5,0.833333313,6,0.833333313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279214472,5,1,4,,,301,37,1601,,,404,,,,,41.49000168,4.150000095,1,,,,,,27,0.540000021,0,30,0.899999976,,,,,,,3f0477c7b469b0d4383598f509438674
